College,Program_Level,Corporate_Partners,Technology_Sectors,Tiers_of_Membership,Tier_Benefits,Fee_Info,Reference_Website
California Institute of Technology (Caltech),Department,SASE,"AI, Data Analytics, Fintech, Semiconductors, Autonomous Systems, Hardware & Embedded Systems, Gaming, Aerospace, Biotech, Industrial Tech, Construction","Corporate Member, Individual Member","Corporate Members     Host a booth at     Attend Techfest     Attend Meeting of the Minds     Give a featured Tech Talk     Host a ""Dinner for Eight"" to network with students and postdocs     Attend workshops and seminars     Receive announcements regarding sponsorship and involvement opportunities for a wide variety of activities such as workshops, student clubs and hackathons, research collaborations, and course projects Individual Members The CMS-EE Department is happy to welcome alumni and other individuals to the CMS-EE Partners Program. Individual members are invited to attend departmental events such as seminars, Techfest, and Meeting of the Minds. The CMS-EE Partners Program is a great way for alumni to stay engaged, or re-engage, with the CMS and EE Departments.","Not publically listed, varies depending on company size",https://cms-ee-partners.caltech.edu?
California Institute of Technology (Caltech),Department,Street Simplified,"AI, Data Analytics, Fintech, Semiconductors, Autonomous Systems, Hardware & Embedded Systems, Gaming, Aerospace, Biotech, Industrial Tech, Construction","Corporate Member, Individual Member","Corporate Members     Host a booth at     Attend Techfest     Attend Meeting of the Minds     Give a featured Tech Talk     Host a ""Dinner for Eight"" to network with students and postdocs     Attend workshops and seminars     Receive announcements regarding sponsorship and involvement opportunities for a wide variety of activities such as workshops, student clubs and hackathons, research collaborations, and course projects Individual Members The CMS-EE Department is happy to welcome alumni and other individuals to the CMS-EE Partners Program. Individual members are invited to attend departmental events such as seminars, Techfest, and Meeting of the Minds. The CMS-EE Partners Program is a great way for alumni to stay engaged, or re-engage, with the CMS and EE Departments.","Not publically listed, varies depending on company size",https://cms-ee-partners.caltech.edu?
California Institute of Technology (Caltech),Department,Virtu Financial,"AI, Data Analytics, Fintech, Semiconductors, Autonomous Systems, Hardware & Embedded Systems, Gaming, Aerospace, Biotech, Industrial Tech, Construction","Corporate Member, Individual Member","Corporate Members     Host a booth at     Attend Techfest     Attend Meeting of the Minds     Give a featured Tech Talk     Host a ""Dinner for Eight"" to network with students and postdocs     Attend workshops and seminars     Receive announcements regarding sponsorship and involvement opportunities for a wide variety of activities such as workshops, student clubs and hackathons, research collaborations, and course projects Individual Members The CMS-EE Department is happy to welcome alumni and other individuals to the CMS-EE Partners Program. Individual members are invited to attend departmental events such as seminars, Techfest, and Meeting of the Minds. The CMS-EE Partners Program is a great way for alumni to stay engaged, or re-engage, with the CMS and EE Departments.","Not publically listed, varies depending on company size",https://cms-ee-partners.caltech.edu?
California Institute of Technology (Caltech),Department,Virtualitics,"AI, Data Analytics, Fintech, Semiconductors, Autonomous Systems, Hardware & Embedded Systems, Gaming, Aerospace, Biotech, Industrial Tech, Construction","Corporate Member, Individual Member","Corporate Members     Host a booth at     Attend Techfest     Attend Meeting of the Minds     Give a featured Tech Talk     Host a ""Dinner for Eight"" to network with students and postdocs     Attend workshops and seminars     Receive announcements regarding sponsorship and involvement opportunities for a wide variety of activities such as workshops, student clubs and hackathons, research collaborations, and course projects Individual Members The CMS-EE Department is happy to welcome alumni and other individuals to the CMS-EE Partners Program. Individual members are invited to attend departmental events such as seminars, Techfest, and Meeting of the Minds. The CMS-EE Partners Program is a great way for alumni to stay engaged, or re-engage, with the CMS and EE Departments.","Not publically listed, varies depending on company size",https://cms-ee-partners.caltech.edu?
California Institute of Technology (Caltech),Department,Western Asset,"AI, Data Analytics, Fintech, Semiconductors, Autonomous Systems, Hardware & Embedded Systems, Gaming, Aerospace, Biotech, Industrial Tech, Construction","Corporate Member, Individual Member","Corporate Members     Host a booth at     Attend Techfest     Attend Meeting of the Minds     Give a featured Tech Talk     Host a ""Dinner for Eight"" to network with students and postdocs     Attend workshops and seminars     Receive announcements regarding sponsorship and involvement opportunities for a wide variety of activities such as workshops, student clubs and hackathons, research collaborations, and course projects Individual Members The CMS-EE Department is happy to welcome alumni and other individuals to the CMS-EE Partners Program. Individual members are invited to attend departmental events such as seminars, Techfest, and Meeting of the Minds. The CMS-EE Partners Program is a great way for alumni to stay engaged, or re-engage, with the CMS and EE Departments.","Not publically listed, varies depending on company size",https://cms-ee-partners.caltech.edu?
Georgia Institute of Technology (Georgia Tech),Department,Member companies not listed publically,"power, communications, semiconductors, robotics, systems","Tier 1: Gold, Tier 2: Silver, Tier 3: White","ECE Access Tier 3: White With Tier 3, your access to ECE comes with all of our standard services, as well as one additional service from column A. ECE Access Tier 2: Silver With Tier 2, your access to ECE comes with all of our standard services, two additional services from column A, and early access to resumes. ECE Access Tier 1: Gold With Tier 1, your access to ECE comes with all of our standard services, two additional services from column A, one additional service from column B, early access to resumes, and concierge service. STANDARD SERVICES Either Virtual Fall or Virtual Spring Career Fair     One day registration fee is waived for virtual Fair     Free ECE resume book     Virtual interview space created via BlueJeans     IT support from ECE Development and Career Fair Plus representative Virtual Day in the Lobby (Fall or Spring semester)     Schedule tailored to company's need     Virtual Event on BlueJeans Virtual ECE Information Session (Fall or Spring semester)     Virtual Presentation on BlueJeans     Moderated by ECE Development Digital Marketing Support Display of your marketing materials to promote events and job openings to ECE students via the following:     Digital signage     Targeted emails     Social media advertising per company's need     Company logo displayed on ECE website  Assistance with organizing virtual meetings with ECE student organizations (Fall or Spring semester) COLUMN A     Makerspace advertising     Two classroom technical lectures     Increased website presence that includes direct company links     Both Fall and Spring ECE Career Fair     Access to student graduate theses and dissertation abstracts and announcements     Fall ECE Access Reception COLUMN B     Senior Design Team Support",Tier 1: $20000 Tier 2: $15000 Tier 3: $10000,https://ece.gatech.edu/industry-partners/ece-access
University of Illinois Urbana-Champaign (UIUC),Department,List of Companies not listed publically,"Power/energy, semiconductors, communications, systems",Affiliate programs (Corporate Connection; Power Affiliates) – tiers not published,"Depending on the Tier selected, you may receive priority access to several different recruiting events, including an exclusive invitation to the Corporate Connection After Hours Event, a Corporate Day and unlimited Tech Talks in the home buildings of the Siebel School and ECE Department. Members of the program have first chance to book space for campus events, and work with an account manager to help you make the most of your time on campus. Becoming a Corporate Connection partner will increase your visibility to students, provide you assistance in organizing campus visits, and allow you to target specific students as you recruit. You'll also be given first consideration in involvement with and sponsorship for student events, workshops, scholarships, and other projects. Plus, the annual partnership contribution supports program activities, educational and outreach activities, student projects, student organizations, scholarships, and other investments to strengthen the infrastructure of the Siebel School and ECE Department.",Fees not listed publically,https://ece.illinois.edu/corporate/corporate-connection
"University of Michigan, Ann Arbor",College,Bosch,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,KLA,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Apple,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,BD,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Bloomberg,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,CapitalOne,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Caterpillar,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Donaldson,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Eli Lilly,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,EY,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Ford,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Tesla,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
"University of Michigan, Ann Arbor",College,Trade Desk,"Automotive Systems, Semiconductors, Biotech, Finance,  Industrial Manufacturing, Data Technology","Platinum, Executive",Platinum:     Prominent recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Prominent location for in person events and featured employer designation for virtual events (ECRC hosted)     Email blast to students (2 per year)     Strategy session with ECRC Leadership     Dedicated senior-level staff account manager Executive:     High recognition within student resources on ECRC website     Unlimited access to resume database for primary contact     Preferred location at Winter Engineering Career Fair     Email blast to students (1 per year)     Strategy session with ECRC Team     Dedicated senior-level staff account manager,Platinum: $10000 Executive: $5000,https://career.engin.umich.edu/employers/partners/
Carnegie Mellon University,Department,Member companies not listed publically,"AI/ML, robotics, semiconductors, networking, software","Capstone Partner, Curriculum Partner","Capstone Partner Companies are introduced to ECE undergrad students in the senior design course to facilitate company interaction and student recruiting. Structured engagement throughout the course between companies and students includes information sessions, opportunities for direct team interactions, and final demos. This financial support is used to enhance project resources for these students. Capstone Partner Benefits:     Invitation for Capstone Intro, Engagement and Demo Day     Support for Fall Recruiting Day in ECE     Option for sponsor-directed projects ($15k/semester/project) Curriculum Partner Companies participate in an annual cycle of recruiting and curricular events. Features include Course Engagement, Fall Recruiting, and a Spring Curriculum Caucus. Additionally, Curriculum Partners are supported in recruiting through on-campus events and the administration of recruitment-focused student scholarships and fellowships. Curriculum Partner Benefits:     Invitation to Curricular Engagement with ECE faculty     Intro to select courses and faculty for potential guest lectures and project judging     All Foundational partner benefits",Capstone Partner: $5000 Curriculum Partner: $25000,https://www.ece.cmu.edu/about/corporate-partnerships.html
University of Texas at Austin,Department,AMD,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Texas Instruments,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Apple,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Boeing,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Chevron,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Cirrus Logic,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Emerson,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Intel,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Lockhead Martin,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Qualcomm,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
University of Texas at Austin,Department,Sandia Labs,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics","Corporate Partner, Government & Startups, Advantage Corporate Partners, Advantage Government & Startups","Guaranteed space at Bonanza, plus invites to exclusive flagship events like Graduate Recruiting in early fall     Invitations to Lobby Day, Tech Talks, and Graduate Recruiting     Organized campus visits with department support     Partnership opportunities with student organizations, including sponsored events     Extend your visibility to related majors across engineering beyond Texas ECE     Opportunities to leverage alumni in your recruiting efforts For Advanced Tier:     All Benefits + 3 student orgs access",Corporate Partner: $20000 Government & Startups: $10000 Advantage Corporate Partners: $35000 Advantage Government & Startups: $15000,https://www.ece.utexas.edu/engage/corporate/recruiting
"University of California, San Diego (UCSD)",College,Amazon,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics, Biotech, Automotive Robotics",CAP Member,"ACCESS TO STUDENTS CAP provides a variety of services to help your company build its brand at the Jacobs School of Engineering and successfully search for qualified employees.     We help you define and execute your Talent Acquisition Strategy on campus     Host your own events at Jacobs or participate in existing ones     Post your internships and full-time positions -we take care of the advertising     Collaborate with Engineering Student Organizations     Participate in our Talent Programs - we advertise and pre-screen for you     Sponsor Student Design Projects     Access to Faculty & Research     Fellowships & Scholarships RESEARCH Research collaborations with the Jacobs School yield results for your company. From brainstorming meetings that encourage engineers to research contracts with defined deliverables, Jacobs School faculty are eager to work with your company. CAP helps identify and facilitate collaborations.     Collaborations     Faculty Profile Database     Graduate Student Sponsorship     Grant Support     Joint Proposals     Research Expo     Technology Advancement Programs LEADERSHIP All CAP member companies have a seat on the CAP Executive Board, a unique opportunity to share in leadership of the Jacobs School. We value your ideas. Working together, we can work better for you.     Curriculum Development     Future Research Focus     Industry-University Initiatives     Networking ADDITIONAL BENEFITS     Parking Permit     Invitations to Jacobs School and University Events     Access to Campus Facilities through the Jacobs School",Up to $10M Revenue: $10000 $10M - $150M: $15000 Over $150M: $25000,https://jacobsschool.ucsd.edu/cap/partners
"University of California, San Diego (UCSD)",College,AMD,"Semiconductors & Computing Hardware, Aerospace & Defense,  Energy & Industrial Systems, Consumer Electronics, Biotech, Automotive Robotics",CAP Member,"ACCESS TO STUDENTS CAP provides a variety of services to help your company build its brand at the Jacobs School of Engineering and successfully search for qualified employees.     We help you define and execute your Talent Acquisition Strategy on campus     Host your own events at Jacobs or participate in existing ones     Post your internships and full-time positions -we take care of the advertising     Collaborate with Engineering Student Organizations     Participate in our Talent Programs - we advertise and pre-screen for you     Sponsor Student Design Projects     Access to Faculty & Research     Fellowships & Scholarships RESEARCH Research collaborations with the Jacobs School yield results for your company. From brainstorming meetings that encourage engineers to research contracts with defined deliverables, Jacobs School faculty are eager to work with your company. CAP helps identify and facilitate collaborations.     Collaborations     Faculty Profile Database     Graduate Student Sponsorship     Grant Support     Joint Proposals     Research Expo     Technology Advancement Programs LEADERSHIP All CAP member companies have a seat on the CAP Executive Board, a unique opportunity to share in leadership of the Jacobs School. We value your ideas. Working together, we can work better for you.     Curriculum Development     Future Research Focus     Industry-University Initiatives     Networking ADDITIONAL BENEFITS     Parking Permit     Invitations to Jacobs School and University Events     Access to Campus Facilities through the Jacobs School",Up to $10M Revenue: $10000 $10M - $150M: $15000 Over $150M: $25000,https://jacobsschool.ucsd.edu/cap/partners
